CASE_ID,CASE_PARTICIPANT_ID,RECEIVED_DATE,OFFENSE_CATEGORY,DIVERSION_PROGRAM,REFERRAL_DATE,DIVERSION_COUNT,PRIMARY_CHARGE_OFFENSE_TITLE,STATUTE,RACE,GENDER,DIVERSION_RESULT,DIVERSION_CLOSED_DATE
382811359863,711141092656,01/10/2011 12:00:00 AM,Driving With Suspended Or Revoked License,DC,07/13/2011 12:00:00 AM,1,"FELONY DRIVING WHILE DRIVER?S LICENSE, PERMIT, OR PRIVILEGE TO OPERATE A MOTOR VEHICLE IS SUSPENDED OR REVOKED",625 ILCS 5/6-303(a),Black,Male,Failed,01/13/2012 12:00:00 AM
382813415828,711152700438,01/10/2011 12:00:00 AM,Narcotics,DS,01/27/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Failed,05/27/2011 12:00:00 AM
382824870492,711189033742,01/10/2011 12:00:00 AM,Narcotics,MHC,03/27/2012 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Female,Failed,04/10/2012 12:00:00 AM
382828835569,711204510786,01/08/2011 12:00:00 AM,Narcotics,DS,04/26/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,04/26/2011 12:00:00 AM
382829276133,711206398230,01/09/2011 12:00:00 AM,Narcotics,DS,04/26/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Female,Graduated,04/26/2011 12:00:00 AM
382830157261,711209040653,01/10/2011 12:00:00 AM,Narcotics,ARI,06/04/2012 12:00:00 AM,1,[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS] ON SCHOOL GROUNDS,720 ILCS 550/5.2(b),Black,Male,Graduated,01/07/2013 12:00:00 AM
382830157261,711209135025,01/10/2011 12:00:00 AM,Narcotics,ARI,06/04/2012 12:00:00 AM,1,[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS] ON SCHOOL GROUNDS,720 ILCS 550/5.2(b),Black,Male,Graduated,01/07/2013 12:00:00 AM
382836325157,711222913369,01/10/2011 12:00:00 AM,Retail Theft,MHC,06/10/2011 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16A-3(a),Black,Male,,
382836765721,711224234580,01/10/2011 12:00:00 AM,Retail Theft,BR9,05/02/2012 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16A-3(a),White,Female,Graduated,05/02/2012 12:00:00 AM
382847192403,711255849273,01/11/2011 12:00:00 AM,Narcotics,DS,01/27/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Male,Graduated,07/19/2011 12:00:00 AM
382849248368,711260473511,01/11/2011 12:00:00 AM,Narcotics,DS,05/25/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Female,Graduated,05/25/2011 12:00:00 AM
382849542077,711261039745,01/11/2011 12:00:00 AM,Narcotics,DS,02/04/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,05/27/2011 12:00:00 AM
382849542077,711261322861,01/11/2011 12:00:00 AM,Narcotics,DS,02/04/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,05/27/2011 12:00:00 AM
382869514313,711316719353,01/12/2011 12:00:00 AM,Narcotics,DS,02/10/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Male,Graduated,06/10/2011 12:00:00 AM
382877003901,711338424963,01/12/2011 12:00:00 AM,Narcotics,DC,09/15/2011 12:00:00 AM,1,[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE],720 ILCS 570/401(c)(1),Black,Male,,
382877738174,711339934919,01/12/2011 12:00:00 AM,Narcotics,DS,02/01/2011 12:00:00 AM,1,[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS],720 ILCS 550/5(c),White,Male,Graduated,05/27/2011 12:00:00 AM
382877885029,711340312408,01/12/2011 12:00:00 AM,Narcotics,DS,02/01/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Male,Graduated,05/27/2011 12:00:00 AM
382879647285,711343992924,01/10/2011 12:00:00 AM,Narcotics,DS,04/26/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,04/26/2011 12:00:00 AM
382885815181,711356638801,01/12/2011 12:00:00 AM,Narcotics,DS,07/18/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,,
382889045984,711363527973,01/12/2011 12:00:00 AM,Narcotics,DS,02/01/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Male,Graduated,05/27/2011 12:00:00 AM
382891689368,711369567795,01/12/2011 12:00:00 AM,Retail Theft,MHC,07/06/2011 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16A-3(a),Black,Male,Graduated,04/26/2013 12:00:00 AM
382905934271,711411280315,01/13/2011 12:00:00 AM,Narcotics,DS,06/24/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Male,Failed,06/24/2011 12:00:00 AM
382907402818,711416659532,01/13/2011 12:00:00 AM,Narcotics,DS,02/09/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Male,Graduated,06/10/2011 12:00:00 AM
382911955313,711431098481,01/11/2011 12:00:00 AM,Narcotics,DS,02/08/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Unknown,Unknown,Graduated,06/29/2011 12:00:00 AM
382929724728,711486306229,01/14/2011 12:00:00 AM,Narcotics,DS,02/01/2011 12:00:00 AM,1,[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE],720 ILCS 570/401(c)(2),Latinx,Male,Graduated,05/27/2011 12:00:00 AM
382935745770,711500462061,01/14/2011 12:00:00 AM,Narcotics,DS,03/08/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Male,Graduated,07/08/2011 12:00:00 AM
382944116486,711517071572,01/14/2011 12:00:00 AM,Narcotics,ARI,03/26/2012 12:00:00 AM,1,[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE],720 ILCS 570/407(b)(1),Black,Male,Graduated,11/19/2012 12:00:00 AM
382969816054,711582471519,01/18/2011 12:00:00 AM,Retail Theft,BR9,10/12/2011 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16A-3(a),White,Male,Failed,10/12/2011 12:00:00 AM
382979655317,711616917378,01/18/2011 12:00:00 AM,Narcotics,DS,03/16/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Male,Graduated,07/08/2011 12:00:00 AM
382981270718,711621541617,01/18/2011 12:00:00 AM,Narcotics,DS,02/10/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Male,Graduated,06/10/2011 12:00:00 AM
382988466597,711644190949,01/18/2011 12:00:00 AM,Narcotics,DS,02/01/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Female,Graduated,05/27/2011 12:00:00 AM
382990081998,711647965838,01/18/2011 12:00:00 AM,Narcotics,ARI,06/05/2012 12:00:00 AM,1,POSSESSION OF CANNABIS,720 ILCS 550/4(e),Black,Male,Failed,07/23/2012 12:00:00 AM
382991697400,711650608260,01/18/2011 12:00:00 AM,Narcotics,DS,02/24/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Female,Graduated,06/24/2011 12:00:00 AM
382992578528,711652684449,01/18/2011 12:00:00 AM,Retail Theft,BR9,12/14/2011 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16A-3(b),White,Male,Graduated,12/14/2011 12:00:00 AM
382999774407,711677409970,01/19/2011 12:00:00 AM,Retail Theft,BR9,03/21/2012 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16A-3(a),Black,Male,Graduated,03/21/2012 12:00:00 AM
383003152064,711684865375,01/19/2011 12:00:00 AM,Narcotics,DS,02/08/2011 12:00:00 AM,1,[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE],720 ILCS 570/401(c)(2),Black,Male,,
383004473756,711688734636,01/14/2011 12:00:00 AM,Narcotics,DS,02/09/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,11/10/2011 12:00:00 AM
383005942303,711691754547,01/19/2011 12:00:00 AM,Narcotics,DS,02/08/2011 12:00:00 AM,1,POSSESSION OF CANNABIS,720 ILCS 550/4(d),Black,Male,Graduated,06/10/2011 12:00:00 AM
383012991327,711712138946,01/19/2011 12:00:00 AM,Narcotics,DS,02/08/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Female,Graduated,06/10/2011 12:00:00 AM
383013285036,711712705179,01/19/2011 12:00:00 AM,Narcotics,DS,02/01/2011 12:00:00 AM,1,POSSESSION OF CANNABIS,720 ILCS 550/4(d),Black,Male,Graduated,04/28/2011 12:00:00 AM
383013725600,711714781368,01/18/2011 12:00:00 AM,Narcotics,DC,07/05/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Male,Graduated,12/11/2013 12:00:00 AM
383025767684,711752058394,01/20/2011 12:00:00 AM,Narcotics,DS,02/09/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Male,Graduated,06/10/2011 12:00:00 AM
383039865732,711792827192,01/20/2011 12:00:00 AM,Narcotics,DC,05/23/2011 12:00:00 AM,1,[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE],720 ILCS 570/401(c)(2),Black,Male,,
383041334279,711799433247,01/19/2011 12:00:00 AM,Narcotics,DC,08/30/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,,
383041627988,711800093853,01/20/2011 12:00:00 AM,Narcotics,DC,03/23/2011 12:00:00 AM,2,POSSESSION OF CANNABIS,720 ILCS 550/4(d),Black,Male,,
383041627988,711800093853,01/20/2011 12:00:00 AM,Narcotics,DS,05/06/2011 12:00:00 AM,1,POSSESSION OF CANNABIS,720 ILCS 550/4(d),Black,Male,Graduated,05/06/2011 12:00:00 AM
383042362261,711801415064,01/19/2011 12:00:00 AM,Narcotics,DS,03/10/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Male,Failed,12/16/2011 12:00:00 AM
383048383303,711820006391,01/04/2011 12:00:00 AM,Narcotics,DS,01/20/2011 12:00:00 AM,1,METHAMPHETAMINE POSSESSION,720 ILCS 646/60(a),White,Male,Graduated,05/13/2011 12:00:00 AM
383059691113,711852753550,01/21/2011 12:00:00 AM,Narcotics,DS,02/10/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,06/10/2011 12:00:00 AM
383062187642,711861152678,01/21/2011 12:00:00 AM,Narcotics,DS,02/09/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Female,Graduated,06/10/2011 12:00:00 AM
383062775061,711863700728,01/20/2011 12:00:00 AM,Narcotics,DS,06/28/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Female,Graduated,06/28/2011 12:00:00 AM
383063215625,711865965661,01/20/2011 12:00:00 AM,Narcotics,DS,01/31/2012 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,01/31/2012 12:00:00 AM
383064684172,711869079944,01/21/2011 12:00:00 AM,Narcotics,DS,03/08/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Female,Graduated,05/24/2011 12:00:00 AM
383067327556,711874742277,01/21/2011 12:00:00 AM,Narcotics,DS,05/18/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Female,Graduated,05/18/2011 12:00:00 AM
383070264649,711880687727,01/21/2011 12:00:00 AM,Theft,VC,11/05/2012 12:00:00 AM,1,THEFT,720 ILCS 5/16-1(a)(1)(A),Black,Female,,
383082013023,711917776009,01/23/2011 12:00:00 AM,Burglary,BR9,12/14/2011 12:00:00 AM,1,BURGLARY,720 ILCS 5/19-1(a),Latinx,Male,Graduated,12/14/2011 12:00:00 AM
383083481570,711921928386,01/23/2011 12:00:00 AM,Retail Theft,BR9,03/16/2011 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16A-3(d),Black,Male,Failed,03/16/2011 12:00:00 AM
383085390680,711928156953,01/24/2011 12:00:00 AM,Possession of Stolen Motor Vehicle,VC,02/27/2012 12:00:00 AM,1,POSSESSION OF A STOLEN MOTOR VEHICLE,625 ILCS 5/4-103(a)(1),White,Male,Graduated,06/18/2012 12:00:00 AM
383107125172,711993462527,01/23/2011 12:00:00 AM,Narcotics,DS,02/15/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Unknown,Male,Graduated,05/17/2011 12:00:00 AM
383120488947,712031777648,01/23/2011 12:00:00 AM,Narcotics,DS,05/25/2011 12:00:00 AM,1,POSSESSION OF CANNABIS,720 ILCS 550/4(d),White,Male,Graduated,05/25/2011 12:00:00 AM
383121223220,712035080675,01/25/2011 12:00:00 AM,Narcotics,DS,08/11/2010 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,12/28/2010 12:00:00 AM
383122251203,712037345609,01/21/2011 12:00:00 AM,Narcotics,DS,07/26/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,07/26/2011 12:00:00 AM
383126950552,712047726553,01/25/2011 12:00:00 AM,Narcotics,MHC,03/10/2011 12:00:00 AM,1,[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE],720 ILCS 570/401(c)(1),Latinx,Male,Graduated,11/13/2012 12:00:00 AM
383126950552,712047820925,01/25/2011 12:00:00 AM,Narcotics,MHC,03/10/2011 12:00:00 AM,1,[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/DELIVERY OF A CONTROLLED SUBSTANCE],720 ILCS 570/401(c)(1),Latinx,Male,Graduated,11/13/2012 12:00:00 AM
383129740791,712056503169,01/25/2011 12:00:00 AM,Narcotics,VC,01/12/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Male,,
383133118449,712068394068,01/25/2011 12:00:00 AM,Retail Theft,MHC,04/08/2011 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16A-3(a),Black,Male,,
383137964653,712083965484,01/26/2011 12:00:00 AM,Narcotics,MHC,08/11/2011 12:00:00 AM,1,[POSSESSION OF CONTROLLED SUBSTANCE WITH INTENT TO DELIVER/ DELIVERY OF A CONTROLLED SUBSTANCE],720 ILCS 570/401(d)(i),Black,Male,Failed,02/14/2013 12:00:00 AM
383138845781,712088212234,01/04/2011 12:00:00 AM,Narcotics,DS,01/25/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Female,Graduated,05/27/2011 12:00:00 AM
383139286345,712089722190,01/26/2011 12:00:00 AM,Narcotics,ARI,10/25/2012 12:00:00 AM,2,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Male,Graduated,10/10/2013 12:00:00 AM
383139286345,712089722190,01/26/2011 12:00:00 AM,Narcotics,DS,03/08/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Latinx,Male,Failed,07/08/2011 12:00:00 AM
383140608037,712093308334,01/26/2011 12:00:00 AM,Narcotics,DS,02/15/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Male,Failed,06/10/2011 12:00:00 AM
383141782874,712097366339,01/26/2011 12:00:00 AM,Narcotics,DS,02/15/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Graduated,06/10/2011 12:00:00 AM
383153090684,712130019127,01/26/2011 12:00:00 AM,Narcotics,ARI,05/29/2012 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),Black,Male,Failed,07/31/2012 12:00:00 AM
383153237539,712130774104,01/26/2011 12:00:00 AM,Narcotics,DS,06/09/2011 12:00:00 AM,1,[POSSESSION OF CANNABIS WITH INTENT TO DELIVER/DELIVERY OF CANNABIS],720 ILCS 550/5(c),White,Female,Failed,06/09/2011 12:00:00 AM
383157202615,712141060676,01/26/2011 12:00:00 AM,Retail Theft,ARI,11/19/2012 12:00:00 AM,2,RETAIL THEFT,720 ILCS 5/16A-3(f),Black,Female,Failed,07/08/2013 12:00:00 AM
383157202615,712141060676,01/26/2011 12:00:00 AM,Retail Theft,BR9,06/27/2012 12:00:00 AM,1,RETAIL THEFT,720 ILCS 5/16A-3(f),Black,Female,Failed,06/27/2012 12:00:00 AM
383170713245,712184188780,01/27/2011 12:00:00 AM,Narcotics,DS,02/17/2011 12:00:00 AM,1,POSSESSION OF CANNABIS,720 ILCS 550/4(d),Latinx,Male,Graduated,06/10/2011 12:00:00 AM
383171594373,712188813018,01/27/2011 12:00:00 AM,Narcotics,DS,02/17/2011 12:00:00 AM,1,POSSESSION OF A CONTROLLED SUBSTANCE,720 ILCS 570/402(c),White,Male,Failed,06/10/2011 12:00:00 AM
